CIDADE,QTD,NM_MUNICIPIO,QT_VOTOS,SCORE_OPORTUNIDADE,SCORE_DENTISTAS,SCORE_VOTOS_PL,SCORE_ROI,SCORE_FINAL,TIER,EXPLICACAO,CIDADE_NORM,mesorregiao-nome_x,regiao-intermediaria-nome,DELEGACIA_CRO,mesorregiao-nome_y,microrregiao-nome
SANTA RITA DE MINAS,39.0,SANTA RITA DE MINAS,4597,89.64150000000001,6.11,4.29,2.0,4.45,B,"Dentistas: 39 → score 6.11 | Votos PL/Nikolas: 4,597 → score 4.29 | ROI: município pequeno → score 2.0",SANTA RITA DE MINAS,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
PRADOS,29.0,PRADOS,6175,89.5375,5.06,5.8,2.0,4.55,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 6,175 → score 5.8 | ROI: município pequeno → score 2.0",PRADOS,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
GUIMARÂNIA,33.0,GUIMARÂNIA,5337,88.06049999999999,5.51,5.07,2.0,4.48,B,"Dentistas: 33 → score 5.51 | Votos PL/Nikolas: 5,337 → score 5.07 | ROI: município pequeno → score 2.0",GUIMARÂNIA,Triângulo Mineiro/Alto Paranaíba,Patos de Minas,Patos de Minas,Triângulo Mineiro/Alto Paranaíba,Patos de Minas
DORES DE CAMPOS,26.0,DORES DE CAMPOS,6769,87.997,4.68,6.14,2.0,4.52,B,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 6,769 → score 6.14 | ROI: município pequeno → score 2.0",DORES DE CAMPOS,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
PAULA CÂNDIDO,29.0,PAULA CÂNDIDO,6062,87.899,5.06,5.72,2.0,4.53,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 6,062 → score 5.72 | ROI: município pequeno → score 2.0",PAULA CÂNDIDO,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Viçosa
SÃO JOÃO BATISTA DO GLÓRIA,35.0,SÃO JOÃO BATISTA DO GLÓRIA,4961,86.81750000000001,5.75,4.7,2.0,4.44,B,"Dentistas: 35 → score 5.75 | Votos PL/Nikolas: 4,961 → score 4.7 | ROI: município pequeno → score 2.0",SÃO JOÃO BATISTA DO GLÓRIA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
ENGENHEIRO CALDAS,32.0,ENGENHEIRO CALDAS,5424,86.784,5.4,5.18,2.0,4.47,B,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 5,424 → score 5.18 | ROI: município pequeno → score 2.0",ENGENHEIRO CALDAS,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Governador Valadares
SANTO ANTÔNIO DO JACINTO,27.0,SANTO ANTÔNIO DO JACINTO,6409,86.5215,4.82,5.91,2.0,4.5,B,"Dentistas: 27 → score 4.82 | Votos PL/Nikolas: 6,409 → score 5.91 | ROI: município pequeno → score 2.0",SANTO ANTÔNIO DO JACINTO,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
AIURUOCA,44.0,AIURUOCA,3932,86.504,6.48,3.46,2.0,4.3,B,"Dentistas: 44 → score 6.48 | Votos PL/Nikolas: 3,932 → score 3.46 | ROI: município pequeno → score 2.0",AIURUOCA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Andrelândia
RODEIRO,32.0,RODEIRO,5400,86.4,5.4,5.14,2.0,4.46,B,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 5,400 → score 5.14 | ROI: município pequeno → score 2.0",RODEIRO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
JAPONVAR,28.0,JAPONVAR,6081,85.134,4.92,5.75,2.0,4.48,B,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 6,081 → score 5.75 | ROI: município pequeno → score 2.0",JAPONVAR,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
LIMEIRA DO OESTE,34.0,LIMEIRA DO OESTE,4980,84.66000000000001,5.62,4.72,2.0,4.4,B,"Dentistas: 34 → score 5.62 | Votos PL/Nikolas: 4,980 → score 4.72 | ROI: município pequeno → score 2.0",LIMEIRA DO OESTE,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Frutal
SANTANA DO MANHUAÇU,29.0,SANTANA DO MANHUAÇU,5788,83.926,5.06,5.54,2.0,4.46,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,788 → score 5.54 | ROI: município pequeno → score 2.0",SANTANA DO MANHUAÇU,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Manhuaçu
SETUBINHA,29.0,SETUBINHA,5785,83.88250000000001,5.06,5.52,2.0,4.46,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,785 → score 5.52 | ROI: município pequeno → score 2.0",SETUBINHA,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
FERROS,27.0,FERROS,6183,83.4705,4.82,5.81,2.0,4.46,B,"Dentistas: 27 → score 4.82 | Votos PL/Nikolas: 6,183 → score 5.81 | ROI: município pequeno → score 2.0",FERROS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Itabira
PIRACEMA,34.0,PIRACEMA,4884,83.028,5.62,4.6,2.0,4.36,B,"Dentistas: 34 → score 5.62 | Votos PL/Nikolas: 4,884 → score 4.6 | ROI: município pequeno → score 2.0",PIRACEMA,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Oliveira
PAINS,30.0,PAINS,5457,81.855,5.2,5.2,2.0,4.4,B,"Dentistas: 30 → score 5.2 | Votos PL/Nikolas: 5,457 → score 5.2 | ROI: município pequeno → score 2.0",PAINS,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Formiga
PASSA TEMPO,28.0,PASSA TEMPO,5845,81.83,4.92,5.59,2.0,4.42,B,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 5,845 → score 5.59 | ROI: município pequeno → score 2.0",PASSA TEMPO,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Oliveira
SENADOR FIRMINO,31.0,SENADOR FIRMINO,5269,81.6695,5.29,4.96,2.0,4.35,B,"Dentistas: 31 → score 5.29 | Votos PL/Nikolas: 5,269 → score 4.96 | ROI: município pequeno → score 2.0",SENADOR FIRMINO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
BOM JARDIM DE MINAS,35.0,BOM JARDIM DE MINAS,4635,81.1125,5.75,4.37,2.0,4.33,B,"Dentistas: 35 → score 5.75 | Votos PL/Nikolas: 4,635 → score 4.37 | ROI: município pequeno → score 2.0",BOM JARDIM DE MINAS,Sul/Sudoeste de Minas,Juíz de Fora,Lavras,Sul/Sudoeste de Minas,Andrelândia
SANTANA DE PIRAPAMA,28.0,SANTANA DE PIRAPAMA,5711,79.95400000000001,4.92,5.45,2.0,4.38,B,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 5,711 → score 5.45 | ROI: município pequeno → score 2.0",SANTANA DE PIRAPAMA,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
DIVISÓPOLIS,31.0,DIVISÓPOLIS,5108,79.17399999999999,5.29,4.86,2.0,4.32,B,"Dentistas: 31 → score 5.29 | Votos PL/Nikolas: 5,108 → score 4.86 | ROI: município pequeno → score 2.0",DIVISÓPOLIS,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
MORADA NOVA DE MINAS,29.0,MORADA NOVA DE MINAS,5459,79.15549999999999,5.06,5.21,2.0,4.35,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,459 → score 5.21 | ROI: município pequeno → score 2.0",MORADA NOVA DE MINAS,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Três Marias
CRISTINA,25.0,CRISTINA,6332,79.14999999999999,4.46,5.88,2.0,4.34,B,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 6,332 → score 5.88 | ROI: município pequeno → score 2.0",CRISTINA,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Itajubá
SÃO PEDRO DOS FERROS,34.0,SÃO PEDRO DOS FERROS,4639,78.863,5.62,4.39,2.0,4.28,B,"Dentistas: 34 → score 5.62 | Votos PL/Nikolas: 4,639 → score 4.39 | ROI: município pequeno → score 2.0",SÃO PEDRO DOS FERROS,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
GUARDA-MOR,36.0,GUARDA-MOR,4374,78.732,5.84,4.0,2.0,4.24,B,"Dentistas: 36 → score 5.84 | Votos PL/Nikolas: 4,374 → score 4.0 | ROI: município pequeno → score 2.0",GUARDA-MOR,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Paracatu
RUBIM,32.0,RUBIM,4916,78.656,5.4,4.65,2.0,4.29,B,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 4,916 → score 4.65 | ROI: município pequeno → score 2.0",RUBIM,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Almenara
AÇUCENA,28.0,AÇUCENA,5593,78.30199999999999,4.92,5.31,2.0,4.33,B,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 5,593 → score 5.31 | ROI: município pequeno → score 2.0",AÇUCENA,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Ipatinga
SÃO TOMÁS DE AQUINO,35.0,SÃO TOMÁS DE AQUINO,4463,78.1025,5.75,4.12,2.0,4.24,B,"Dentistas: 35 → score 5.75 | Votos PL/Nikolas: 4,463 → score 4.12 | ROI: município pequeno → score 2.0",SÃO TOMÁS DE AQUINO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
ICARAÍ DE MINAS,25.0,ICARAÍ DE MINAS,6232,77.9,4.46,5.84,2.0,4.33,B,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 6,232 → score 5.84 | ROI: município pequeno → score 2.0",ICARAÍ DE MINAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Januária
NAZARENO,29.0,NAZARENO,5288,76.676,5.06,4.99,2.0,4.27,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,288 → score 4.99 | ROI: município pequeno → score 2.0",NAZARENO,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,São João Del Rei
CARNEIRINHO,25.0,CARNEIRINHO,6100,76.25,4.46,5.77,2.0,4.3,B,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 6,100 → score 5.77 | ROI: município pequeno → score 2.0",CARNEIRINHO,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Frutal
CAPIM BRANCO,23.0,CAPIM BRANCO,6622,76.15299999999999,4.14,6.06,2.0,4.28,B,"Dentistas: 23 → score 4.14 | Votos PL/Nikolas: 6,622 → score 6.06 | ROI: município pequeno → score 2.0",CAPIM BRANCO,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
ITAIPÉ,25.0,ITAIPÉ,6067,75.8375,4.46,5.73,2.0,4.29,B,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 6,067 → score 5.73 | ROI: município pequeno → score 2.0",ITAIPÉ,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
CENTRALINA,26.0,CENTRALINA,5824,75.712,4.68,5.57,2.0,4.32,B,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,824 → score 5.57 | ROI: município pequeno → score 2.0",CENTRALINA,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Uberlândia
DELFINÓPOLIS,33.0,DELFINÓPOLIS,4572,75.438,5.51,4.26,2.0,4.2,C,"Dentistas: 33 → score 5.51 | Votos PL/Nikolas: 4,572 → score 4.26 | ROI: município pequeno → score 2.0",DELFINÓPOLIS,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
GUIRICEMA,25.0,GUIRICEMA,5946,74.325,4.46,5.67,2.0,4.27,B,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 5,946 → score 5.67 | ROI: município pequeno → score 2.0",GUIRICEMA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
SÃO JOSÉ DA BARRA,29.0,SÃO JOSÉ DA BARRA,5119,74.2255,5.06,4.89,2.0,4.24,B,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,119 → score 4.89 | ROI: município pequeno → score 2.0",SÃO JOSÉ DA BARRA,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,Passos
SÃO VICENTE DE MINAS,33.0,SÃO VICENTE DE MINAS,4436,73.194,5.51,4.07,2.0,4.13,C,"Dentistas: 33 → score 5.51 | Votos PL/Nikolas: 4,436 → score 4.07 | ROI: município pequeno → score 2.0",SÃO VICENTE DE MINAS,Sul/Sudoeste de Minas,Barbacena,Juiz de Fora,Sul/Sudoeste de Minas,Andrelândia
DURANDÉ,29.0,DURANDÉ,5045,73.1525,5.06,4.81,2.0,4.21,C,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 5,045 → score 4.81 | ROI: município pequeno → score 2.0",DURANDÉ,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Manhuaçu
MARTINS SOARES,24.0,MARTINS SOARES,6077,72.924,4.27,5.74,2.0,4.22,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 6,077 → score 5.74 | ROI: município pequeno → score 2.0",MARTINS SOARES,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Manhuaçu
NINHEIRA,26.0,NINHEIRA,5608,72.904,4.68,5.33,2.0,4.24,B,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,608 → score 5.33 | ROI: município pequeno → score 2.0",NINHEIRA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
LAGAMAR,29.0,LAGAMAR,4956,71.86200000000001,5.06,4.68,2.0,4.16,C,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 4,956 → score 4.68 | ROI: município pequeno → score 2.0",LAGAMAR,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Paracatu
GUIDOVAL,27.0,GUIDOVAL,5260,71.00999999999999,4.82,4.95,2.0,4.16,C,"Dentistas: 27 → score 4.82 | Votos PL/Nikolas: 5,260 → score 4.95 | ROI: município pequeno → score 2.0",GUIDOVAL,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
MACHACALIS,32.0,MACHACALIS,4434,70.944,5.4,4.06,2.0,4.08,C,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 4,434 → score 4.06 | ROI: município pequeno → score 2.0",MACHACALIS,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Nanuque
URUCUIA,26.0,URUCUIA,5414,70.38199999999999,4.68,5.17,2.0,4.18,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,414 → score 5.17 | ROI: município pequeno → score 2.0",URUCUIA,Norte de Minas,Patos de Minas,Patos de Minas,Norte de Minas,Januária
NOVO ORIENTE DE MINAS,24.0,NOVO ORIENTE DE MINAS,5865,70.38,4.27,5.61,2.0,4.17,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 5,865 → score 5.61 | ROI: município pequeno → score 2.0",NOVO ORIENTE DE MINAS,Vale do Mucuri,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,Teófilo Otoni
BARRA LONGA,32.0,BARRA LONGA,4396,70.336,5.4,4.02,2.0,4.07,C,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 4,396 → score 4.02 | ROI: município pequeno → score 2.0",BARRA LONGA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
POUSO ALTO,31.0,POUSO ALTO,4501,69.7655,5.29,4.19,2.0,4.08,C,"Dentistas: 31 → score 5.29 | Votos PL/Nikolas: 4,501 → score 4.19 | ROI: município pequeno → score 2.0",POUSO ALTO,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,São Lourenço
ARAÚJOS,26.0,ARAÚJOS,5336,69.36800000000001,4.68,5.06,2.0,4.14,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,336 → score 5.06 | ROI: município pequeno → score 2.0",ARAÚJOS,Central Mineira,Divinópolis,Divinópolis,Central Mineira,Bom Despacho
PIRANGUINHO,24.0,PIRANGUINHO,5762,69.14399999999999,4.27,5.48,2.0,4.13,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 5,762 → score 5.48 | ROI: município pequeno → score 2.0",PIRANGUINHO,Sul/Sudoeste de Minas,Pouso Alegre,Três Corações,Sul/Sudoeste de Minas,Itajubá
ABADIA DOS DOURADOS,30.0,ABADIA DOS DOURADOS,4606,69.09,5.2,4.33,2.0,4.1,C,"Dentistas: 30 → score 5.2 | Votos PL/Nikolas: 4,606 → score 4.33 | ROI: município pequeno → score 2.0",ABADIA DOS DOURADOS,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Patrocínio
VERDELÂNDIA,28.0,VERDELÂNDIA,4874,68.23599999999999,4.92,4.59,2.0,4.07,C,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 4,874 → score 4.59 | ROI: município pequeno → score 2.0",VERDELÂNDIA,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
ARCEBURGO,23.0,ARCEBURGO,5900,67.85000000000001,4.14,5.65,2.0,4.13,C,"Dentistas: 23 → score 4.14 | Votos PL/Nikolas: 5,900 → score 5.65 | ROI: município pequeno → score 2.0",ARCEBURGO,Sul/Sudoeste de Minas,Varginha,Alfenas,Sul/Sudoeste de Minas,São Sebastião do Paraíso
PLANURA,22.0,PLANURA,6168,67.848,4.03,5.79,2.0,4.14,C,"Dentistas: 22 → score 4.03 | Votos PL/Nikolas: 6,168 → score 5.79 | ROI: município pequeno → score 2.0",PLANURA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Frutal
CAPUTIRA,21.0,CAPUTIRA,6398,67.179,3.84,5.9,2.0,4.1,C,"Dentistas: 21 → score 3.84 | Votos PL/Nikolas: 6,398 → score 5.9 | ROI: município pequeno → score 2.0",CAPUTIRA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Manhuaçu
SÃO DOMINGOS DAS DORES,32.0,SÃO DOMINGOS DAS DORES,4173,66.768,5.4,3.7,2.0,3.96,C,"Dentistas: 32 → score 5.4 | Votos PL/Nikolas: 4,173 → score 3.7 | ROI: município pequeno → score 2.0",SÃO DOMINGOS DAS DORES,Vale do Rio Doce,Ipatinga,Ipatinga,Vale do Rio Doce,Caratinga
SÃO MIGUEL DO ANTA,26.0,SÃO MIGUEL DO ANTA,5117,66.521,4.68,4.88,2.0,4.08,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,117 → score 4.88 | ROI: município pequeno → score 2.0",SÃO MIGUEL DO ANTA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Viçosa
VARJÃO DE MINAS,26.0,VARJÃO DE MINAS,5087,66.131,4.68,4.83,2.0,4.06,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,087 → score 4.83 | ROI: município pequeno → score 2.0",VARJÃO DE MINAS,Noroeste de Minas,Patos de Minas,Patos de Minas,Noroeste de Minas,Paracatu
PRUDENTE DE MORAIS,19.0,PRUDENTE DE MORAIS,6900,65.55,3.34,6.21,2.0,4.01,C,"Dentistas: 19 → score 3.34 | Votos PL/Nikolas: 6,900 → score 6.21 | ROI: município pequeno → score 2.0",PRUDENTE DE MORAIS,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
CACHOEIRA DE PAJEÚ,26.0,CACHOEIRA DE PAJEÚ,5019,65.247,4.68,4.78,2.0,4.04,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 5,019 → score 4.78 | ROI: município pequeno → score 2.0",CACHOEIRA DE PAJEÚ,Jequitinhonha,Teófilo Otoni,Teófilo Otoni,Jequitinhonha,Pedra Azul
PALMA,31.0,PALMA,4162,64.511,5.29,3.69,2.0,3.91,C,"Dentistas: 31 → score 5.29 | Votos PL/Nikolas: 4,162 → score 3.69 | ROI: município pequeno → score 2.0",PALMA,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Cataguases
ARAPONGA,24.0,ARAPONGA,5349,64.188,4.27,5.11,2.0,4.0,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 5,349 → score 5.11 | ROI: município pequeno → score 2.0",ARAPONGA,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Viçosa
DELTA,24.0,DELTA,5343,64.116,4.27,5.09,2.0,3.99,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 5,343 → score 5.09 | ROI: município pequeno → score 2.0",DELTA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Uberaba
CONQUISTA,29.0,CONQUISTA,4397,63.7565,5.06,4.03,2.0,3.93,C,"Dentistas: 29 → score 5.06 | Votos PL/Nikolas: 4,397 → score 4.03 | ROI: município pequeno → score 2.0",CONQUISTA,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Uberaba
IJACI,28.0,IJACI,4520,63.28,4.92,4.21,2.0,3.94,C,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 4,520 → score 4.21 | ROI: município pequeno → score 2.0",IJACI,Campo das Vertentes,Varginha,Alfenas,Campo das Vertentes,Lavras
SÃO GERALDO,22.0,SÃO GERALDO,5703,62.733,4.03,5.44,2.0,4.02,C,"Dentistas: 22 → score 4.03 | Votos PL/Nikolas: 5,703 → score 5.44 | ROI: município pequeno → score 2.0",SÃO GERALDO,Zona da Mata,Juíz de Fora,Muriaé,Zona da Mata,Ubá
IRAÍ DE MINAS,25.0,IRAÍ DE MINAS,4991,62.3875,4.46,4.75,2.0,3.95,C,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 4,991 → score 4.75 | ROI: município pequeno → score 2.0",IRAÍ DE MINAS,Triângulo Mineiro/Alto Paranaíba,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,Patrocínio
COLUNA,26.0,COLUNA,4781,62.153,4.68,4.52,2.0,3.95,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 4,781 → score 4.52 | ROI: município pequeno → score 2.0",COLUNA,Vale do Rio Doce,Governador Valadares,Governador Valadares,Vale do Rio Doce,Guanhães
CLARO DOS POÇÕES,21.0,CLARO DOS POÇÕES,5883,61.7715,3.84,5.64,2.0,4.01,C,"Dentistas: 21 → score 3.84 | Votos PL/Nikolas: 5,883 → score 5.64 | ROI: município pequeno → score 2.0",CLARO DOS POÇÕES,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Montes Claros
DIONÍSIO,25.0,DIONÍSIO,4900,61.25000000000001,4.46,4.62,2.0,3.9,C,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 4,900 → score 4.62 | ROI: município pequeno → score 2.0",DIONÍSIO,Metropolitana de Belo Horizonte,Ipatinga,Ipatinga,Metropolitana de Belo Horizonte,Itabira
CURRAL DE DENTRO,26.0,CURRAL DE DENTRO,4645,60.38499999999999,4.68,4.4,2.0,3.91,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 4,645 → score 4.4 | ROI: município pequeno → score 2.0",CURRAL DE DENTRO,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Salinas
CÓRREGO FUNDO,28.0,CÓRREGO FUNDO,4293,60.102,4.92,3.9,2.0,3.83,C,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 4,293 → score 3.9 | ROI: município pequeno → score 2.0",CÓRREGO FUNDO,Oeste de Minas,Divinópolis,Divinópolis,Oeste de Minas,Formiga
SÃO ROMÃO,26.0,SÃO ROMÃO,4601,59.813,4.68,4.32,2.0,3.88,C,"Dentistas: 26 → score 4.68 | Votos PL/Nikolas: 4,601 → score 4.32 | ROI: município pequeno → score 2.0",SÃO ROMÃO,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Pirapora
RESSAQUINHA,33.0,RESSAQUINHA,3620,59.73,5.51,2.88,2.0,3.71,C,"Dentistas: 33 → score 5.51 | Votos PL/Nikolas: 3,620 → score 2.88 | ROI: município pequeno → score 2.0",RESSAQUINHA,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,Barbacena
CAMPO FLORIDO,24.0,CAMPO FLORIDO,4961,59.532,4.27,4.7,2.0,3.85,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 4,961 → score 4.7 | ROI: município pequeno → score 2.0",CAMPO FLORIDO,Triângulo Mineiro/Alto Paranaíba,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,Uberaba
CRUCILÂNDIA,28.0,CRUCILÂNDIA,4201,58.81399999999999,4.92,3.75,2.0,3.78,C,"Dentistas: 28 → score 4.92 | Votos PL/Nikolas: 4,201 → score 3.75 | ROI: município pequeno → score 2.0",CRUCILÂNDIA,Metropolitana de Belo Horizonte,Divinópolis,Divinópolis,Metropolitana de Belo Horizonte,Itaguara
ALFREDO VASCONCELOS,24.0,ALFREDO VASCONCELOS,4896,58.752,4.27,4.61,2.0,3.82,C,"Dentistas: 24 → score 4.27 | Votos PL/Nikolas: 4,896 → score 4.61 | ROI: município pequeno → score 2.0",ALFREDO VASCONCELOS,Campo das Vertentes,Barbacena,Juiz de Fora,Campo das Vertentes,Barbacena
BALDIM,21.0,BALDIM,5574,58.527,3.84,5.28,2.0,3.88,C,"Dentistas: 21 → score 3.84 | Votos PL/Nikolas: 5,574 → score 5.28 | ROI: município pequeno → score 2.0",BALDIM,Metropolitana de Belo Horizonte,Belo Horizonte,BH — Sede,Metropolitana de Belo Horizonte,Sete Lagoas
MAMONAS,25.0,MAMONAS,4671,58.3875,4.46,4.42,2.0,3.83,C,"Dentistas: 25 → score 4.46 | Votos PL/Nikolas: 4,671 → score 4.42 | ROI: município pequeno → score 2.0",MAMONAS,Norte de Minas,Montes Claros,Montes Claros,Norte de Minas,Janaúba
DIVISA ALEGRE,30.0,DIVISA ALEGRE,3875,58.125,5.2,3.37,2.0,3.76,C,"Dentistas: 30 → score 5.2 | Votos PL/Nikolas: 3,875 → score 3.37 | ROI: município pequeno → score 2.0",DIVISA ALEGRE,Norte de Minas,Teófilo Otoni,Teófilo Otoni,Norte de Minas,Salinas
SANTA CRUZ DO ESCALVADO,30.0,SANTA CRUZ DO ESCALVADO,3838,57.57,5.2,3.3,2.0,3.74,C,"Dentistas: 30 → score 5.2 | Votos PL/Nikolas: 3,838 → score 3.3 | ROI: município pequeno → score 2.0",SANTA CRUZ DO ESCALVADO,Zona da Mata,Juíz de Fora,Juiz de Fora,Zona da Mata,Ponte Nova
